Unnamed: 0,GAME_ID,TEAM_CITY,PLAYER_NAME,MIN,START_POSITION,STATUS
42000306,Milwaukee,P.J. Tucker,32:27,F,,
42000306,Milwaukee,Bobby Portis,32:25,F,,
42000306,Milwaukee,Brook Lopez,38:38,C,,
42000306,Milwaukee,Khris Middleton,40:56,G,,
42000306,Milwaukee,Jrue Holiday,42:12,G,,
42000306,Milwaukee,Bryn Forbes,10:04,,,
42000306,Milwaukee,Thanasis Antetokounmpo,0:51,,,
42000306,Milwaukee,Pat Connaughton,30:05,,,
42000306,Milwaukee,Jeff Teague,12:23,,,
42000306,Milwaukee,Elijah Bryant,,,,
42000306,Milwaukee,Mamadi Diakite,,,,
42000306,Milwaukee,Justin Jackson,,,,
42000306,Milwaukee,Sam Merrill,,,,
42000306,Milwaukee,Jordan Nwora,,,,
42000306,Milwaukee,Axel Toupane,,,,
42000306,Atlanta,Kevin Huerter,29:24,F,,
42000306,Atlanta,John Collins,31:06,F,,
42000306,Atlanta,Clint Capela,29:07,C,,
42000306,Atlanta,Bogdan Bogdanovic,36:32,G,,
42000306,Atlanta,Trae Young,35:28,G,,
42000306,Atlanta,Cam Reddish,28:46,,,
42000306,Atlanta,Danilo Gallinari,23:12,,,
42000306,Atlanta,Onyeka Okongwu,11:53,,,
42000306,Atlanta,Lou Williams,11:53,,,
42000306,Atlanta,Solomon Hill,0:03,,,
42000306,Atlanta,Nathan Knight,0:39,,,
42000306,Atlanta,Kris Dunn,0:39,,,
42000306,Atlanta,Skylar Mays,0:39,,,
42000306,Atlanta,Bruno Fernando,0:39,,,
42000306,Atlanta,Tony Snell,,,,
