GAME_ID,TEAM_CITY,PLAYER_NAME,MIN,START_POSITION,STATUS
22100234,Oklahoma City,Luguentz Dort,32:23,F,
22100234,Oklahoma City,Darius Bazley,33:03,F,
22100234,Oklahoma City,Jeremiah Robinson-Earl,27:52,C,
22100234,Oklahoma City,Josh Giddey,31:53,G,
22100234,Oklahoma City,Shai Gilgeous-Alexander,35:58,G,
22100234,Oklahoma City,Ty Jerome,14:36,,
22100234,Oklahoma City,Mike Muscala,20:20,,
22100234,Oklahoma City,Kenrich Williams,17:49,,
22100234,Oklahoma City,Aleksej Pokusevski,11:47,,
22100234,Oklahoma City,Aaron Wiggins,14:19,,
22100234,Oklahoma City,Gabriel Deck,,,
22100234,Oklahoma City,Isaiah Roby,,,
22100234,Milwaukee,Khris Middleton,31:58,F,88.0
22100234,Milwaukee,Giannis Antetokounmpo,35:44,F,96.0
22100234,Milwaukee,Bobby Portis,31:03,C,79.0
22100234,Milwaukee,Grayson Allen,29:09,G,75.0
22100234,Milwaukee,Jrue Holiday,35:51,G,85.0
22100234,Milwaukee,Pat Connaughton,29:57,,73.0
22100234,Milwaukee,George Hill,25:44,,75.0
22100234,Milwaukee,Semi Ojeleye,17:32,,73.0
22100234,Milwaukee,Justin Robinson,3:02,,
22100234,Milwaukee,Thanasis Antetokounmpo,,,71.0
22100234,Milwaukee,Rodney Hood,,,72.0
22100234,Milwaukee,Jordan Nwora,,,73.0
