GAME_ID,TEAM_CITY,PLAYER_NAME,MIN,START_POSITION
0021900724,Denver,Torrey Craig,21:56,F
0021900724,Denver,Jerami Grant,32:26,F
0021900724,Denver,Nikola Jokic,33:16,C
0021900724,Denver,Will Barton,33:40,G
0021900724,Denver,Monte Morris,29:24,G
0021900724,Denver,Michael Porter Jr.,25:08,
0021900724,Denver,Malik Beasley,26:45,
0021900724,Denver,P.J. Dozier,18:25,
0021900724,Denver,Juancho Hernangomez,19:00,
0021900724,Denver,Vlatko Cancar,,
0021900724,Denver,Mason Plumlee,,
0021900724,Denver,Jarred Vanderbilt,,
0021900724,Milwaukee,Khris Middleton,36:30,F
0021900724,Milwaukee,Giannis Antetokounmpo,31:54,F
0021900724,Milwaukee,Thanasis Antetokounmpo,5:14,C
0021900724,Milwaukee,Wesley Matthews,32:09,G
0021900724,Milwaukee,Eric Bledsoe,31:33,G
0021900724,Milwaukee,Brook Lopez,24:06,
0021900724,Milwaukee,Ersan Ilyasova,7:30,
0021900724,Milwaukee,Pat Connaughton,26:13,
0021900724,Milwaukee,Sterling Brown,19:22,
0021900724,Milwaukee,Kyle Korver,17:20,
0021900724,Milwaukee,Robin Lopez,8:09,
0021900724,Milwaukee,Dragan Bender,,
0021900724,Milwaukee,D.J. Wilson,,
